Updated on:,21/09/2023,,Contact:,Food Statistics Branch - Tel 020 8026 3006  Email: familyfood@defra.gov.uk,,,,,,,,,,,,,,,,,,,,,,,,,,,
Next update:,September 2024,,Source:,Living Costs and Food Survey,,,,,,,,,,,,,,,,,,,,,,,,,,,
4102,,,,Pork chops,p,8,7,5,6,5,5,4,8,7,6,5,5,3,5,3,3,3,4,2,1,1,2,û,-10,,
4103,,,,Pork fillets and steaks,p,3,5,3,5,4,4,5,5,5,5,9,7,5,8,7,7,8,5,5,5,7,5,û,-2,,
4104,,,,All other pork,p,1,1,4,4,2,4,3,3,4,4,4,5,5,4,5,6,5,3,3,3,2,5,û,90,,
46095,,Non-carcase meat and meat products,,,p,287,261,292,302,280,279,275,315,302,333,364,376,367,368,366,367,356,364,374,426,464,346,ü,-6,,
46,,,Liver,,p,1,1,1,1,1,0,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,û,126,,
4603,,,,Ox liver,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,
4604,,,,Lambs liver,p,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,û,Inf,,
4605,,,,Pigs liver,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,û,347,,
4607,,,,All other liver,p,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,û,19,,
51,,,All offal other than liver,,p,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,0,û,-19,,
55,,,"Bacon and ham, uncooked",,p,28,26,23,29,24,25,25,27,21,29,32,27,26,31,30,29,27,26,33,26,33,18,,-43,yes,m
5502,,,,"Bacon and ham joints, uncooked",p,4,5,6,6,5,5,6,5,6,6,6,6,7,6,7,7,8,6,9,5,6,2,û,-75,yes,m
5505,,,,"Bacon and ham rashers, uncooked",p,23,21,18,23,19,20,20,22,16,23,26,21,19,24,23,22,19,20,24,21,28,16,,-32,,
58,,,"Bacon and ham, cooked",,p,21,20,23,21,21,21,23,23,21,25,26,23,26,29,26,26,20,32,22,31,29,25,,13,,
59,,,Cooked poultry not purchased in cans,,p,22,22,22,20,18,19,18,18,21,21,27,30,28,24,28,31,31,23,23,31,30,26,û,17,,
5903,,,,"Chicken and turkey, cooked",p,15,13,14,14,11,14,14,14,13,14,14,16,17,12,16,16,24,15,13,18,10,20,û,61,,
5904,,,,Takeaway chicken,p,7,8,7,6,7,5,4,5,7,7,12,14,10,11,12,15,6,8,10,12,20,6,û,-38,,
62,,,"Corned beef, canned or sliced",,p,3,3,3,3,3,3,4,5,4,6,4,5,4,5,5,6,7,5,4,6,3,7,û,82,,
66,,,Other cooked meat,,p,4,5,7,6,4,5,6,6,6,5,8,9,10,7,10,11,8,8,5,7,9,13,û,146,yes,k
71,,,Other canned meat and canned meat products,,p,7,7,7,11,8,8,6,9,6,7,9,8,8,7,8,8,5,8,6,4,8,5,û,-16,,
74,,,"Chicken, uncooked - whole chicken or chicken pieces",,p,43,37,42,45,53,45,42,51,62,56,62,71,68,69,64,61,59,57,64,77,97,72,,14,,
77,,,"Other poultry, uncooked (including frozen)",,p,5,7,5,9,10,6,6,11,5,7,4,5,4,4,5,6,6,6,5,6,6,4,û,-30,,
7703,,,,"Turkey, uncooked - whole turkey or turkey pieces",p,5,6,5,9,9,5,5,7,5,5,3,4,3,4,4,5,5,4,4,2,3,3,û,-32,,
7704,,,,"Poultry other than chicken or turkey, uncooked",p,1,1,0,0,1,1,1,4,0,2,1,1,0,0,1,1,1,3,1,3,3,1,û,-26,,
78,,,"Other fresh, chilled and frozen meat",,p,1,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,1,0,0,0,2,0,û,Inf,,
79,,,"Sausages, uncooked - pork",,p,13,12,14,14,12,13,15,16,16,16,18,17,17,19,18,19,14,23,20,17,26,20,,0,,
80,,,"Sausages, uncooked - beef and other sausages",,p,4,2,2,2,2,2,2,1,1,2,2,2,2,2,3,2,2,4,2,2,1,2,û,-3,,
83,,,"Meat pies and sausage rolls, ready to eat",,p,15,13,11,11,6,7,8,8,8,10,10,7,8,8,9,10,8,9,8,10,8,8,û,2,,
8302,,,,"Meat pies, ready to eat",p,12,10,7,7,3,4,4,4,4,4,4,3,5,4,4,4,5,4,4,4,3,5,û,36,,
8303,,,,"Sausage rolls, ready to eat",p,3,3,4,4,3,3,5,4,4,6,6,4,3,4,5,5,3,5,4,6,5,3,û,-31,,
84,,,"Meat pies, pasties and puddings, frozen or not frozen",,p,11,8,14,15,15,15,14,18,17,23,21,21,20,20,17,17,22,18,25,21,21,20,,-21,,
85,,,"Burgers, frozen or not frozen",,p,10,8,10,10,7,9,8,11,8,10,11,10,12,14,10,10,7,9,12,11,10,12,,-1,,
89,,,Ready meals and convenience meat products,,p,47,44,48,52,48,49,49,54,55,65,71,73,89,75,73,75,76,80,99,88,97,83,,-15,,
8901,,,,"Complete meat-based ready meals, frozen or not frozen",p,27,21,27,28,26,25,26,28,29,33,35,35,32,30,29,31,34,34,50,41,40,38,,-24,,
8902,,,,"Other convenience meat products, frozen or not frozen",p,20,22,20,24,22,24,23,25,27,32,36,38,57,45,44,44,42,46,49,47,58,45,,-6,,
93,,,Pate and delicatessen type sausage,,p,4,4,5,6,5,6,6,5,6,6,8,8,6,11,8,8,10,9,8,11,9,9,,4,,
9301,,,,Pate,p,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,û,136,,
9302,,,,Delicatessen type sausages,p,3,4,4,5,4,4,5,4,5,5,6,6,4,9,7,7,9,7,8,9,7,7,,-10,,
94,,,Meat pastes and spreads,,p,1,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,1,0,0,û,-37,,
95,,,Takeaway meats,,p,46,39,53,45,43,44,40,49,42,43,48,58,39,39,47,48,51,44,36,78,73,22,û,-38,,
9501,,,,Takeaway meat pies and pasties,p,2,2,2,2,2,2,2,2,1,1,2,1,1,0,0,0,1,2,1,2,1,0,û,-40,,
9502,,,,Takeaway burger and bun,p,6,5,8,5,5,6,8,6,5,5,5,12,5,8,9,11,7,4,10,14,23,10,û,2,,
9503,,,,Takeaway kebabs,p,8,8,7,7,8,10,7,13,10,7,7,19,7,11,8,8,10,9,3,21,10,2,û,-41,,
9504,,,,Takeaway sausages and saveloys,p,2,2,3,2,2,2,2,3,2,2,3,2,2,2,3,3,2,2,2,2,3,1,û,-33,,
9505,,,,Takeaway meat based meals,p,28,22,33,30,26,25,20,26,24,28,31,24,23,18,27,26,30,28,20,39,35,8,û,-61,yes,
9506,,,,Takeaway miscellaneous meats,p,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,û,10817,,
100123,,Fish,,,p,65,64,57,70,72,74,70,67,74,72,78,81,96,78,86,86,77,98,113,119,125,116,,4,,
102,,,"White fish, fresh, chilled or frozen",,p,18,13,11,15,14,17,10,13,16,9,8,21,17,13,9,9,8,14,15,10,9,29,û,96,,
10201,,,,"White fish, fresh or chilled",p,9,6,7,10,11,15,7,8,10,6,4,11,15,8,7,7,6,12,11,8,4,26,û,133,,
10202,,,,"White fish, frozen",p,8,7,3,4,3,2,4,5,6,3,4,11,2,4,2,2,1,2,4,2,5,3,û,-17,,
106,,,"Herrings and other blue fish, fresh, chilled or frozen",,p,1,2,3,2,3,3,2,3,3,1,2,2,1,3,1,1,1,3,8,7,1,5,û,-42,,
10601,,,,"Herrings and other blue fish, fresh or chilled",p,1,1,3,1,2,3,2,2,2,1,2,2,1,2,1,1,0,2,6,7,1,3,û,-49,,
10602,,,,"Herrings and other blue fish, frozen",p,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,1,2,0,,2,û,-23,,
107,,,"Salmon, fresh, chilled or frozen",,p,2,4,2,2,3,3,4,4,5,6,7,3,15,9,9,9,9,8,10,11,16,15,û,56,,
10701,,,,"Salmon, fresh or chilled",p,1,3,2,2,3,3,3,3,4,4,7,3,13,8,9,9,8,8,9,9,16,12,û,36,,
10702,,,,"Salmon, frozen",p,0,1,0,0,0,0,1,1,1,2,0,0,2,1,0,0,0,0,0,2,0,2,û,726,,
10801,,,"Blue fish, dried or salted or smoked",,p,1,2,2,2,2,3,2,3,1,6,4,5,3,4,6,5,7,6,6,6,13,5,û,-21,,
11401,,,"White fish, dried, salted or smoked",,p,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,3,1,2,2,3,1,1,û,-62,,
117,,,Shellfish,,p,4,5,3,7,5,4,5,4,7,6,5,8,9,5,7,7,4,6,8,15,10,10,û,26,,
11702,,,,"Shellfish, fresh or chilled",p,1,2,2,3,2,2,2,2,3,3,3,5,5,2,5,6,2,2,4,7,5,5,û,13,,
11703,,,,"Shellfish, frozen",p,3,3,1,4,3,2,3,2,4,3,3,4,4,2,2,2,1,4,4,8,5,5,û,40,,
118,,,Takeaway fish,,p,11,10,10,11,9,9,11,7,9,10,10,8,7,7,14,12,9,6,12,18,5,6,û,-49,,m
119,,,"Salmon, tinned",,p,3,4,2,3,2,1,2,1,3,2,2,2,2,2,1,2,2,4,2,2,2,2,û,5,,
120,,,Other tinned or bottled fish,,p,9,9,7,9,9,10,8,7,10,8,9,8,12,12,8,8,14,13,12,12,14,12,,1,,
121,,,Ready meals and other fish products - frozen or not frozen,,p,12,12,14,17,21,20,20,19,17,22,26,19,27,22,26,26,22,31,36,32,36,27,,-23,,
123,,,Takeaway fish meals and fish products,,p,2,2,2,2,3,2,4,3,2,3,2,2,1,1,2,2,2,4,1,3,18,4,û,226,,
12304,,,,Takeaway fish products,p,1,1,0,0,2,1,2,1,0,1,0,0,1,0,1,1,0,0,0,2,1,0,û,Inf,,
12305,,,,Takeaway fish based meals,p,1,1,1,2,2,1,2,2,2,2,1,1,1,0,1,2,2,4,1,1,18,3,û,203,,
129129,,Eggs,,,p,15,16,15,18,18,17,19,22,20,21,22,26,25,28,28,25,22,24,25,29,28,30,ü,19,,
135148,,Fats,,,p,34,31,29,35,32,33,37,42,38,42,50,48,46,45,49,48,45,51,62,48,48,48,,-22,,
135,,,Butter,,p,10,8,8,9,8,9,11,12,9,12,13,13,14,14,18,17,14,17,23,15,20,17,,-27,,
138,,,Margarine,,p,2,2,2,2,4,3,3,5,5,5,7,7,5,6,5,5,7,12,14,11,8,10,,-27,,
13801,,,,Soft margarine,p,2,2,2,1,3,3,2,4,4,5,6,6,4,5,4,5,7,12,14,9,8,10,û,-27,,
13802,,,,Other margarine,p,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,û,-27,,
139,,,"Lard, cooking fat",,p,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,1,0,0,û,-42,,
143,,,Vegetable and salad oils,,p,7,8,7,8,10,11,10,12,12,11,14,16,14,13,15,15,9,11,10,11,9,12,û,14,,
14304,,,,Olive oil,p,2,3,2,3,4,4,3,3,3,2,4,6,4,4,5,5,3,5,4,2,3,5,û,34,,
14305,,,,Other vegetable and salad oils,p,5,5,5,5,5,6,7,8,9,9,9,9,10,9,10,10,6,6,7,9,6,7,û,3,,
148,,,All other fats,,p,14,13,12,15,10,11,13,13,12,13,16,12,13,12,11,10,14,10,14,10,11,9,,-34,,
14802,,,,Reduced fat spreads,p,10,9,8,9,6,7,8,9,7,9,10,8,8,8,5,4,6,5,8,6,5,4,û,-50,,
14803,,,,Low fat spreads,p,3,3,1,5,2,2,3,2,3,2,3,3,4,2,3,3,2,2,3,2,2,2,û,-39,,
14805,,,,Suet and dripping,p,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,û,-62,,
14807,,,,Imitatation cream,p,2,1,2,1,1,1,2,1,2,2,2,2,1,2,2,2,6,1,2,2,3,3,û,37,,
150154,,Sugar and preserves,,,p,15,16,15,18,14,16,16,17,14,19,21,22,24,18,18,17,16,21,14,14,18,17,,17,,
150,,,Sugar,,p,9,9,11,10,9,9,9,10,10,9,13,14,14,10,9,8,8,8,6,6,9,7,,7,,
151,,,Jams and fruit curds,,p,3,3,2,3,2,3,3,3,2,4,3,4,3,3,3,3,3,4,2,2,4,5,û,153,,k
152,,,Marmalade,,p,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,1,1,2,1,1,0,û,-77,yes,m
153,,,"Syrup, treacle",,p,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,2,1,û,72,,
154,,,Honey,,p,1,1,1,3,2,2,2,2,1,3,4,2,5,3,4,3,4,8,4,4,2,4,û,5,,
,"Fresh and processed fruit and vegetables, including potatoes",,,,p,307,313,315,341,340,341,364,352,357,355,381,408,446,424,450,451,409,461,478,519,580,532,,11,,
cat730,"Fresh and processed vegetables, including potatoes",,,,p,210,212,217,229,225,213,241,230,235,243,261,273,289,280,277,276,255,272,292,316,347,323,ü,12,,
cat701,Fresh and processed potatoes,,,,p,102,94,98,98,97,86,99,99,95,98,112,108,110,114,112,115,111,112,112,125,118,106,ü,-4,,
155155,,,Fresh potatoes,,p,32,26,26,29,30,26,30,29,27,29,31,30,34,32,30,31,27,32,28,26,25,19,,-29,yes,m
15505,,,,Fresh new potatoes ,p,0,0,0,6,5,5,5,4,5,5,5,5,5,5,6,6,6,7,6,6,4,3,û,-45,,m
15506,,,,Fresh baking potatoes ,p,0,0,0,3,3,3,5,3,2,3,4,4,4,3,4,4,3,6,4,4,3,3,û,-24,,
15504,,,,Other fresh potatoes ,p,0,0,0,21,22,18,20,22,20,20,21,21,25,23,20,21,18,19,17,16,17,13,,-25,,
cat710,Processed potatoes,,,,p,70,67,72,69,67,60,69,69,68,69,82,78,76,82,83,85,84,81,85,99,93,87,,4,,
197,,,Chips and takeaway chips,,p,32,32,35,30,31,28,33,31,30,30,39,35,30,35,37,39,35,32,40,49,35,27,,-30,yes,m
19702,,,,Chips - frozen or not frozen,p,12,11,11,10,11,10,12,13,13,14,16,16,13,18,14,14,15,16,21,18,17,16,,-21,,
19703,,,,Takeaway chips,p,21,21,24,20,20,18,22,17,16,16,23,19,17,17,23,25,20,17,19,31,18,11,û,-40,,m
198,,,Instant potato,,p,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,0,1,0,2,0,û,-84,,
199,,,Canned potatoes,,p,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,û,-23,,
200,,,Crisps and potato snacks,,p,29,28,29,31,29,27,27,30,31,32,35,34,34,37,36,36,37,41,36,37,48,47,,34,,
201,,,"Other potato products, frozen or not frozen",,p,7,6,7,6,6,4,7,7,6,6,7,9,11,9,9,9,12,7,8,12,8,12,,46,,
cat811,"Fresh and processed fruit and vegetables, excluding potatoes",,,,p,205,219,217,243,243,255,265,253,262,257,268,300,336,311,337,336,298,349,366,394,462,426,ü,16,,
cat720,"Fresh and processed vegetables, excluding potatoes",,,,p,108,118,119,131,128,127,142,132,140,145,149,166,178,166,164,160,144,160,179,191,229,217,,21,,
162171,,Fresh green vegetables,,,p,22,25,24,30,26,28,29,27,25,29,28,31,34,29,31,32,30,30,33,36,35,39,,17,,
162,,,Fresh cabbages,,p,3,4,3,4,3,4,5,4,3,4,4,3,4,3,4,4,4,3,4,3,5,6,û,45,,
163,,,Fresh brussels sprouts,,p,1,1,1,2,1,1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,û,-3,,
164,,,Fresh cauliflower,,p,6,5,5,7,7,6,7,6,6,6,8,8,7,6,6,6,7,6,7,8,10,8,,23,,
167,,,Leafy salads fresh,,p,9,10,11,13,10,11,11,10,9,13,11,12,14,12,13,15,10,12,13,14,14,15,,12,,
16701,,,,Lettuce and leafy salads,p,9,6,6,6,5,6,7,5,6,6,5,5,7,5,5,6,4,5,6,6,7,6,,-10,,
16702,,,,Prepared lettuce salads,p,0,4,5,6,5,5,4,6,4,7,6,7,7,6,8,9,6,7,7,8,7,9,,31,,
168,,,Fresh peas,,p,1,1,1,0,1,1,1,1,0,1,1,2,1,1,1,1,1,1,2,1,0,1,û,-42,,
169,,,Fresh beans,,p,2,2,2,3,2,3,3,4,2,3,3,2,4,4,3,3,3,4,4,3,3,4,û,11,,
171,,,Other fresh green vegetables,,p,1,1,1,1,2,2,1,1,2,2,1,3,3,2,3,3,3,3,3,6,3,4,û,43,,
172183,,Other fresh vegetables,,,p,46,50,54,61,60,61,66,61,67,65,70,78,84,82,82,81,67,80,85,88,119,110,,30,,
172,,,Fresh carrots,,p,5,4,4,5,5,5,6,6,6,6,6,6,7,6,6,7,6,6,4,7,9,5,,9,,
173,,,Fresh turnips and swede,,p,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,û,-17,,
174,,,Other fresh root vegetables,,p,2,2,3,4,3,3,4,5,4,4,4,5,4,6,6,5,4,6,5,5,9,13,û,158,,
175,,,"Fresh onions, leeks and shallots",,p,7,8,8,9,11,8,10,9,10,10,12,12,13,12,13,14,10,10,12,12,16,13,,16,,
176,,,Fresh cucumbers,,p,4,3,4,4,5,5,5,4,4,4,5,5,6,6,5,5,5,5,5,7,10,6,,13,,
177,,,Fresh mushrooms,,p,6,6,7,7,5,5,6,6,5,6,8,8,8,8,7,7,6,7,9,7,11,9,,7,,
178,,,Fresh tomatoes,,p,10,11,13,14,13,13,14,12,13,13,14,14,19,17,18,19,13,16,17,20,22,21,,21,,
183,,,Miscellaneous fresh vegtables,,p,11,14,15,16,18,19,19,17,22,20,20,27,27,28,27,25,23,28,32,29,41,42,,33,,
18301,,,,"Fresh vegetable stewpack, stirfry pack etc.",p,2,2,3,3,4,5,4,4,6,5,4,5,6,7,5,4,6,4,3,4,8,4,û,23,,
