hhcat,SURVYR,hhcatDescription,codeDESCRIPTION,codecat,ew,ew2,mw,mw2,ewmw,combined_desc,estimate,calc1,calc2,calc3,standard_error,residual_standard_error
1,202122,UK,Beef joints - on the bone,3102,177919.26,9535290922.5818,66541.86,2674801.6414,7195068.9293,1_3102,1.336897255351744,0.3012229245671082,0.0012154778659912591,6.040900862260375e-4,0.7329947323186273,54.8280527455921
1,202122,UK,Beef joints - boned,3103,1736087.14,30413087593.8226,66541.86,2674801.6414,64088451.8521,1_3103,13.045075235348094,0.010090611197007215,0.0011095409106937314,6.040900862260375e-4,1.2771628577502265,9.790383226687055
1,202122,UK,Beef steak - less expensive,3104,2008438.36,25372563511.7246,66541.86,2674801.6414,67486374.8114,1_3104,15.091540573106913,0.006289952027882722,0.001009933205329988,6.040900862260375e-4,1.1576410723780097,7.670794553876912
1,202122,UK,Beef steak - more expensive,3105,2922789.03,42691618859.2761,66541.86,2674801.6414,84740102.1081,1_3105,21.962032846692292,0.004997441122697364,8.714180948313602e-4,6.040900862260375e-4,1.5104567695870321,6.877581780024167
1,202122,UK,Minced beef,3106,3263331.19,50519605318.312904,66541.86,2674801.6414,128315238.279,1_3106,24.520889482199625,0.004743923153555604,0.001181822196177224,6.040900862260375e-4,1.582726268511051,6.454603817124966
1,202122,UK,All other beef and veal,3107,23662.04,172110508.3216,66541.86,2674801.6414,413115.85959999997,1_3107,0.17779815592771228,0.30739940241990593,5.247527741323455e-4,6.040900862260375e-4,0.09859043855143348,55.45076552510341
1,202122,UK,Mutton,3601,71316.84,1177720613.348,66541.86,2674801.6414,3142852.1132,1_3601,0.5358795200494846,0.23155709537320854,0.0013245455977458783,6.040900862260375e-4,0.257465790045952,48.0454617900264
1,202122,UK,Lamb joints,3602,1361885.51,33185680041.8833,66541.86,2674801.6414,38639206.2011,1_3602,10.23329908421556,0.0178924380961407,8.527518220112926e-4,6.040900862260375e-4,1.359287863919372,13.282987751389161
1,202122,UK,Lamb chops,3603,1143622.3,21322384517.4638,66541.86,2674801.6414,34698355.3567,1_3603,8.593254682090341,0.01630311306239353,9.119296463143796e-4,6.040900862260375e-4,1.0868097316832734,12.647242190416529
1,202122,UK,All other lamb,3604,428515.52,9328290482.2842,66541.86,2674801.6414,17634059.4907,1_3604,3.2198943642392925,0.05080061264641791,0.0012368607418823106,6.040900862260375e-4,0.7211977014383326,22.398178941771505
1,202122,UK,Pork joints,4101,997931.61,11201110950.4969,66541.86,2674801.6414,34001092.175000004,1_4101,7.498525063771887,0.011247591642788067,0.0010240641142367345,6.040900862260375e-4,0.7802653162250408,10.405583892688277
1,202122,UK,Pork chops,4102,271294.64,1252768202.365,66541.86,2674801.6414,8178208.2907,1_4102,2.03852612475816,0.017021126318944382,9.060496843039676e-4,6.040900862260375e-4,0.2635867624215856,12.93026168368856
1,202122,UK,Pork fillets and steaks,4103,910555.21,6134740211.8001,66541.86,2674801.6414,28454403.814600002,1_4103,6.841972932526984,0.007399180281335152,9.392436472964417e-4,6.040900862260375e-4,0.575052529863074,8.404776451676003
1,202122,UK,All other pork,4104,621285.63,6605764098.123899,66541.86,2674801.6414,18919963.6928,1_4104,4.668381902760157,0.01711356319291881,9.153012371026237e-4,6.040900862260375e-4,0.6051338075349011,12.962388684977096
1,202122,UK,Ox liver,4603,3632.37,6374337.588899999,66541.86,2674801.6414,64462.92539999999,1_4603,0.027293871857504433,0.4831198702390314,5.33402429763811e-4,6.040900862260375e-4,0.018972491537261226,69.51190961953884
1,202122,UK,Lambs liver,4604,42039.39,109009744.8611,66541.86,2674801.6414,927269.4581,1_4604,0.3158867966720497,0.06168115703695016,6.629558529774621e-4,6.040900862260375e-4,0.078415225374587,24.823837590146844
1,202122,UK,Pigs liver,4605,52384.77,404875059.2439,66541.86,2674801.6414,1863670.3792,1_4605,0.3936226760117616,0.14754039494931012,0.0010692989014644675,6.040900862260375e-4,0.15095580306039622,38.35038280566072
1,202122,UK,All other liver,4607,67378.98,417452048.8736,66541.86,2674801.6414,3447429.9773999997,1_4607,0.5062901758381866,0.09195127010933084,0.001537822040107375,6.040900862260375e-4,0.15274325545351586,30.169113038909433
1,202122,UK,All offal other than liver,5101,51844.63,377304091.8257,66541.86,2674801.6414,1561568.154,1_5101,0.3895640278164752,0.14037312112116304,9.052993813970472e-4,6.040900862260375e-4,0.1457989430544393,37.42618225600789
1,202122,UK,"Bacon and ham joints, uncooked",5502,1026668.48,10686277188.3734,66541.86,2674801.6414,32198211.2607,1_5502,7.714455832764518,0.010138319589719577,9.426198393840789e-4,6.040900862260375e-4,0.7636839757235172,9.899388787476497
1,202122,UK,"Bacon and ham rashers, uncooked",5505,3032874.53,15764915203.3133,66541.86,2674801.6414,98607422.3078,1_5505,22.789222678776937,0.001713889236116511,9.772152180640718e-4,6.040900862260375e-4,0.83446033743184,3.6616445817125354
1,202122,UK,Ham and bacon,5801,4899339.1,34995647372.1576,66541.86,2674801.6414,168124088.932,1_5801,36.81396266951359,0.0014579379232339275,0.0010314008947352438,6.040900862260375e-4,1.1818526944075463,3.210338167116856
1,202122,UK,Cooked chicken and turkey,5903,2598203.57,23370066017.6959,66541.86,2674801.6414,91162306.4257,1_5903,19.523075925440015,0.003461892587819531,0.0010545743128281629,6.040900862260375e-4,1.0713541819961125,5.487630054237809
1,202122,UK,Takeaway chicken,5904,1197154.86,18685421378.9212,66541.86,2674801.6414,46836726.012099996,1_5904,8.995501929161584,0.013037737425404759,0.0011759023433149044,6.040900862260375e-4,1.0043559547250451,11.165090760184574
1,202122,UK,Corned beef - canned or sliced,6201,666650.75,3392764751.0265,66541.86,2674801.6414,16470518.898,1_6201,5.00925845775877,0.007634085213026999,7.425812326719166e-4,6.040900862260375e-4,0.4336870652787324,8.65770989730028
1,202122,UK,Other cooked meat,6601,1627896.91,13213971170.0847,66541.86,2674801.6414,51966349.5898,1_6601,12.232126589187617,0.004986313239206113,9.59467726933126e-4,6.040900862260375e-4,0.8324081766718847,6.805097793932887
1,202122,UK,Other canned meat and canned meat products,7102,654067.75,6651106813.515499,66541.86,2674801.6414,21533446.9595,1_7102,4.914708951628343,0.015547066295812074,9.895229662355489e-4,6.040900862260375e-4,0.6051608162801843,12.313258470365415
1,202122,UK,Chicken - whole or part,7401,11383478.64,200017166758.3366,66541.86,2674801.6414,429259724.4761,1_7401,85.53622216150856,0.0015435378276969821,0.001133392161957852,6.040900862260375e-4,2.7240778994448998,3.1847068184766516
1,202122,UK,Turkey - whole or part,7703,790945.18,15586566868.809801,66541.86,2674801.6414,34950979.3243,1_7703,5.943215143069341,0.024914816875385475,0.001328152746711887,6.040900862260375e-4,0.9243706686719071,15.55337719432652
1,202122,UK,Poultry other than chicken or turkey,7704,255909.23,2414095570.6945,66541.86,2674801.6414,7937427.4466,1_7704,1.9229191218880868,0.03686231101788343,9.322424566865644e-4,6.040900862260375e-4,0.36754504591698633,19.11391081056488
1,202122,UK,"Other fresh, chilled or frozen meat",7801,307122.19,16087595275.4481,66541.86,2674801.6414,16454684.3744,1_7801,2.3077367389489862,0.1705566825308668,0.0016103245714883076,6.040900862260375e-4,0.9502453102848558,41.176503985356085
1,202122,UK,"Sausages, uncooked - pork",7901,3319613.11,24791506359.0733,66541.86,2674801.6414,122136860.7604,1_7901,24.943795604751653,0.002249717432957105,0.0011058452113459753,6.040900862260375e-4,1.0428661495486509,4.180863915313637
1,202122,UK,"Sausages, uncooked - beef etc.",8001,260399.85,1203566863.1257,66541.86,2674801.6414,9038310.2296,1_8001,1.9566619418212836,0.017749607860243762,0.0010432336178406254,6.040900862260375e-4,0.257436520268292,13.156923777475178
1,202122,UK,Meat pies - ready to eat,8302,875203.14,5166551651.855599,66541.86,2674801.6414,26390567.1477,1_8302,6.576335106953728,0.006745016886515732,9.063061266381927e-4,6.040900862260375e-4,0.5278630815400176,8.02670595331832
1,202122,UK,Sausage rolls - ready to eat,8303,683799.11,2997902644.1995,66541.86,2674801.6414,25208898.0282,1_8303,5.138112385196326,0.006411512049203716,0.0011080526321396477,6.040900862260375e-4,0.39491832294473556,7.686058484873834
1,202122,UK,"Meat pies, pasties and puddings - frozen or not frozen",8401,3049799.5100000002,26629476106.0393,66541.86,2674801.6414,95715100.6853,1_8401,22.91639811390905,0.0028629913891893444,9.432878262819292e-4,6.040900862260375e-4,1.1512596405930544,5.02373730317724
1,202122,UK,Burgers - frozen or not frozen,8501,1697516.08,11555219259.8316,66541.86,2674801.6414,61108136.1768,1_8501,12.755249702968928,0.004010055624013353,0.001081982409665699,6.040900862260375e-4,0.7580700729497062,5.943200569199808
1,202122,UK,Complete meat-based ready meals - frozen or not frozen,8901,7531625.9,165199943183.9102,66541.86,2674801.6414,214241244.5674,1_8901,56.593142271646755,0.002912275208279761,8.549670976361969e-4,6.040900862260375e-4,2.9195689584272624,5.158874098938257
1,202122,UK,Other convenience meat products - frozen or not frozen,8902,7578523.82,116696444123.5264,66541.86,2674801.6414,288113846.0798,1_8902,56.94553638867324,0.002031834745994891,0.0011426535399122334,6.040900862260375e-4,2.200538879045398,3.86428685828148
1,202122,UK,Pate,9301,307055.51,1109013043.1121001,66541.86,2674801.6414,8742559.1644,1_9301,2.307235700955759,0.01176258741157807,8.557693826213254e-4,6.040900862260375e-4,0.24754078095510676,10.72889002422095
1,202122,UK,Delicatessen type sausages,9302,1778998.6300000001,12783822679.1971,66541.86,2674801.6414,67001344.185,1_9302,13.367515049924965,0.0040393316342748325,0.0011319909672793437,6.040900862260375e-4,0.7921232048553485,5.925732657842004
1,202122,UK,Meat pastes and spreads,9403,81504.48,368907531.4102,66541.86,2674801.6414,2820181.3463,1_9403,0.6124301304472102,0.05553343784981991,0.001039993474122408,6.040900862260375e-4,0.14375489164838914,23.472864005468853
1,202122,UK,Takeaway meat pies and pasties,9501,122338.32,1005678266.207,66541.86,2674801.6414,4715419.2126,1_9501,0.9192583435449505,0.06719454849080335,0.0011584915109943059,6.040900862260375e-4,0.23730427049919547,25.814752965317155
1,202122,UK,Takeaway burger and bun,9502,1474134.49,30180695668.6933,66541.86,2674801.6414,62738352.6482,1_9502,11.076745450157238,0.013888490026718459,0.0012791782399727255,6.040900862260375e-4,1.2732670412045821,11.494956230004433
1,202122,UK,Takeaway kebabs,9503,919603.79,17736861596.8415,66541.86,2674801.6414,36553601.5338,1_9503,6.909964569670881,0.02097371064875676,0.0011947154507615048,6.040900862260375e-4,0.9865311013675788,14.276934294245839
1,202122,UK,Takeaway sausages and saveloys,9504,266713.23,2427696743.0111,66541.86,2674801.6414,9187314.536700001,1_9504,2.0041011026743165,0.03412756620875106,0.0010353306847158033,6.040900862260375e-4,0.3678840001213684,18.35655893958922
1,202122,UK,Takeaway meat based meals,9505,4681358.99,178547692060.0949,66541.86,2674801.6414,167536778.2383,1_9505,35.17604549978014,0.008147236967928248,0.0010756556748369745,6.040900862260375e-4,3.0818053219659416,8.761090902003764
1,202122,UK,Takeaway miscellaneous meats,9506,23800.2,128457317.34,66541.86,2674801.6414,385942.164,1_9506,0.17883629943617446,0.2267762841972731,4.873900742383911e-4,6.040900862260375e-4,0.08518560423521117,47.63328502310761
1,202122,UK,"White fish, fresh or chilled",10201,1965736.51,37661712496.6579,66541.86,2674801.6414,74678385.313,1_10201,14.77067600755374,0.009746517249973602,0.0011418384797474198,6.040900862260375e-4,1.4174284913185156,9.596233040340476
1,202122,UK,"White fish, frozen",10202,603362.79,22433562603.7605,66541.86,2674801.6414,33037058.331800003,1_10202,4.533708480646618,0.06162276788441864,0.001645727424429781,6.040900862260375e-4,1.1158922933582665,24.613234355975017
1,202122,UK,"Herrings and other blue fish, fresh or chilled",10601,273432.99,2426416317.0507,66541.86,2674801.6414,6461812.3383,1_10601,2.0545938301093476,0.03245364601354888,7.102945610271982e-4,6.040900862260375e-4,0.3695268057560079,17.98539450185837
1,202122,UK,"Herrings and other blue fish, frozen",10602,71223.82,1093609593.5908,66541.86,2674801.6414,1983005.1807000001,1_10602,0.535180561529239,0.21558164712926123,8.368230717005708e-4,6.040900862260375e-4,0.24835429443038984,46.405701604844495
1,202122,UK,"Salmon, fresh or chilled",10701,2876585.23,52967066187.3037,66541.86,2674801.6414,102086041.271,1_10701,21.61485439391084,0.006401053040660436,0.0010666554977080687,6.040900862260375e-4,1.6656749035823788,7.706158335499216
1,202122,UK,"Salmon, frozen",10702,148147.11,1037679238.8937,66541.86,2674801.6414,4998399.2299999995,1_10702,1.1131873229873646,0.04727992294789265,0.0010140813987334996,6.040900862260375e-4,0.24099909513574316,21.649464574299564
1,202122,UK,"Blue fish, dried or salted or smoked",10801,1475318.31,19105687233.0601,66541.86,2674801.6414,42545428.3137,1_10801,11.085640753053791,0.008777911523112282,8.667667183192937e-4,6.040900862260375e-4,1.0229610942044869,9.227803038112064
1,202122,UK,"White fish, dried or salted or smoked",11401,322383.27,2431179808.4105,66541.86,2674801.6414,10180519.8382,1_11401,2.422409517858383,0.0233922549118526,9.491448985464337e-4,6.040900862260375e-4,0.3677533608935211,15.181304324573762
1,202122,UK,"Shellfish, fresh or chilled",11702,1136072.35,14158779497.9457,66541.86,2674801.6414,32050128.7602,1_11702,8.536523851302023,0.010970182139857875,8.479277489209345e-4,6.040900862260375e-4,0.8841112731503584,10.356806687953087
1,202122,UK,"Shellfish, frozen",11703,642276.47,4666523278.0741,66541.86,2674801.6414,21352684.5182,1_11703,4.826108482690445,0.011312260902027464,9.992301534221119e-4,6.040900862260375e-4,0.5042560743715098,10.448502684514846
1,202122,UK,Takeaway fish,11801,1280485.54,15558422403.9896,66541.86,2674801.6414,34857507.5213,1_11801,9.621654248919402,0.009488907240169417,8.18194791736844e-4,6.040900862260375e-4,0.9266208810286775,9.6305776226863
1,202122,UK,Tinned salmon,11901,233898.17,1209552491.9627,66541.86,2674801.6414,6024225.6378,1_11901,1.757526540436351,0.022109100440578636,7.741220989893973e-4,6.040900862260375e-4,0.2603220666446205,14.811842703666306
1,202122,UK,Other tinned or bottled fish,12001,1809000.84,16250968723.7246,66541.86,2674801.6414,67959128.8687,1_12001,13.592953668562917,0.0049659428524183495,0.0011291303841669403,6.040900862260375e-4,0.9058357536726375,6.664009719738895
1,202122,UK,Ready meals and other fish products - frozen or not frozen,12103,5454026.56,63983106273.927,66541.86,2674801.6414,161545849.3433,1_12103,40.9819214551562,0.002150952517835187,8.902533465236468e-4,6.040900862260375e-4,1.7697307456070916,4.318320573484069
1,202122,UK,Takeaway fish products,12304,146942.53,1653517255.3529,66541.86,2674801.6414,5467634.164799999,1_12304,1.1041360280581276,0.07657970785106072,0.0011183738271142991,6.040900862260375e-4,0.3045202843921194,27.579960861134754
1,202122,UK,Takeaway fish based meals,12305,711830.9400000001,16736478581.641802,66541.86,2674801.6414,24653891.3225,1_12305,5.348745436331356,0.03303013618890375,0.0010409830924366008,6.040900862260375e-4,0.965641045160984,18.053598860807
1,202122,UK,Eggs,12901,4061479.04,19411369367.443,66541.86,2674801.6414,138940745.5747,1_12901,30.51822597084001,0.0011767595756031507,0.0010282067914715097,6.040900862260375e-4,0.837247309123868,2.743433743245276
1,202122,UK,Butter,13501,2557923.48,13710100468.3348,66541.86,2674801.6414,77696395.714,1_13501,19.22040862699059,0.0020953932492375157,9.12952923293719e-4,6.040900862260375e-4,0.8123960878493026,4.226736817179221
1,202122,UK,Soft margarine,13801,1535339.82,8806338416.168,66541.86,2674801.6414,53420509.2618,1_13801,11.53664640573618,0.0037358234449885335,0.0010457757561644812,6.040900862260375e-4,0.6621409712138313,5.7394579666115595
1,202122,UK,Other margarine,13802,74647.47,180372480.0665,66541.86,2674801.6414,2372738.5861,1_13802,0.5609060973047643,0.032369805576027186,9.553661717456341e-4,6.040900862260375e-4,0.10036697896966547,17.893722220518455
1,202122,UK,"Lard, cooking fat",13901,29168.69,28317922.3683,66541.86,2674801.6414,814111.3149,1_13901,0.21917549344127138,0.03328338870971037,8.388840273331252e-4,6.040900862260375e-4,0.03984451014904924,18.179272474057722
1,202122,UK,Olive Oil,14304,866238.1,5229385186.3198,66541.86,2674801.6414,28661900.8012,1_14304,6.5089711949741105,0.006969089938351672,9.944953721317037e-4,6.040900862260375e-4,0.5279367373547209,8.110909105917786
1,202122,UK,Other vegetable and salad oils,14305,850022.87,4243737506.4783,66541.86,2674801.6414,29333589.0105,1_14305,6.387128868955571,0.005873369069467487,0.001037217060611166,6.040900862260375e-4,0.47110183081328866,7.375799682124209
1,202122,UK,Reduced fat spreads,14802,722715.43,2150473778.0279,66541.86,2674801.6414,22885117.757600002,1_14802,5.430532224377257,0.004117176614067589,9.517456135037713e-4,6.040900862260375e-4,0.33341526813938216,6.1396425684154075
1,202122,UK,Low fat spreads,14803,266815.36,1131717499.9652,66541.86,2674801.6414,7222764.5897,1_14803,2.0048685143457066,0.01589704401709944,8.136313841316286e-4,6.040900862260375e-4,0.25110930296762735,12.524976135383993
1,202122,UK,Suet and dripping,14805,70265.99,330145837.3061,66541.86,2674801.6414,2184739.7413000003,1_14805,0.5279833626532231,0.06686756163265795,9.345221481613784e-4,6.040900862260375e-4,0.13619221033264342,25.794792026826382
1,202122,UK,Imitatation cream,14807,297247.38,1055190219.5264,66541.86,2674801.6414,8518001.1342,1_14807,2.2335367541574582,0.0119424845036763,8.61300536306131e-4,6.040900862260375e-4,0.24144185247671882,10.809844612017422
1,202122,UK,Sugar,15001,804293.3,2448711202.6476,66541.86,2674801.6414,28386127.9214,1_15001,6.043513812207834,0.0037853728794267666,0.0010607835200641454,6.040900862260375e-4,0.3486787706801213,5.769470899128152
1,202122,UK,Jams and fruit curds,15101,693020.72,3024181012.5456,66541.86,2674801.6414,19715253.0621,1_15101,5.207404181367939,0.006296733945808486,8.550493792230061e-4,6.040900862260375e-4,0.4048995230647895,7.775457962597134
1,202122,UK,Marmalade,15201,190801.44,437585682.4462,66541.86,2674801.6414,4872747.2538,1_15201,1.433694820072658,0.012019871023420881,7.675864449084465e-4,6.040900862260375e-4,0.15611070085322618,10.888698115357261
1,202122,UK,"Syrup, treacle",15301,378663.56,1858562185.1444001,66541.86,2674801.6414,12708937.8826,1_15301,2.8453033924810636,0.012961941869491468,0.0010087668518071794,6.040900862260375e-4,0.31884243206587964,11.2059203566286
1,202122,UK,Honey,15401,670664.81,4561138070.8505,66541.86,2674801.6414,19924496.911399998,1_15401,5.039420373881945,0.010140565633221793,8.929289516587688e-4,6.040900862260375e-4,0.500192029092471,9.925586515561218
1,202122,UK,Fresh potatoes not specified elsewhere,15504,1877127.23,5917196203.8269005,66541.86,2674801.6414,61331779.9092,1_15504,14.104859933281094,0.0016793010152361032,9.820348910064215e-4,6.040900862260375e-4,0.5088231617765248,3.607431510722996
1,202122,UK,Fresh new potatoes,15505,646439.11,1258350458.0717,66541.86,2674801.6414,16587510.6348,1_15505,4.857386838901107,0.0030112468881900033,7.712384090304752e-4,6.040900862260375e-4,0.25904488028807615,5.333009061857635
1,202122,UK,Fresh baking potatoes,15506,533339.01,1235695670.3841,66541.86,2674801.6414,19594144.388,1_15506,4.007545100182051,0.004344150114606391,0.0011042261124263803,6.040900862260375e-4,0.2484682515328266,6.20001136160737
1,202122,UK,Fresh cabbages,16201,608900.7,1736155265.1428,66541.86,2674801.6414,20894649.7428,1_16201,4.575320707897254,0.004682692233950666,0.0010313918173177616,6.040900862260375e-4,0.2984635164107106,6.523335422051317
1,202122,UK,Fresh brussels sprouts,16301,245333.57,470459036.2631,66541.86,2674801.6414,7765860.2721,1_16301,1.8434529031800433,0.007816419462701684,9.514098711760745e-4,6.040900862260375e-4,0.15931848733523207,8.642395314813855
1,202122,UK,Fresh cauliflower,16401,1317834.83,3121999806.7151,66541.86,2674801.6414,40996406.9368,1_16401,9.90229931955614,0.0017976738813833182,9.350177881295086e-4,6.040900862260375e-4,0.37923947139659575,3.8298122401494394
1,202122,UK,Lettuce and leafy salads,16701,902939.57,1674668779.5633,66541.86,2674801.6414,30355671.756500002,1_16701,6.784748502671851,0.0020540525605358038,0.001010453242129023,6.040900862260375e-4,0.2754047512312153,4.059174059624468
1,202122,UK,Prepared lettuce salads,16702,1615514.64,5987308548.7108,66541.86,2674801.6414,50922265.0552,1_16702,12.139085381743161,0.0022940867869950914,9.473967150044648e-4,6.040900862260375e-4,0.5361547166601073,4.41676370005988
1,202122,UK,Fresh peas,16801,206456.09,399750200.9201,66541.86,2674801.6414,7127515.7503,1_16801,1.5513249103646938,0.009378498092996998,0.001037637233119656,6.040900862260375e-4,0.1467208207799791,9.457775079850114
1,202122,UK,Fresh beans,16901,715455.13,2193774132.3499,66541.86,2674801.6414,22815595.9398,1_16901,5.375977843120105,0.004285752697678517,9.584831321325676e-4,6.040900862260375e-4,0.33707679676621755,6.270055543431801
1,202122,UK,Other fresh green vegetables,17101,857019.18,2759322801.349,66541.86,2674801.6414,28839688.4218,1_17101,6.439699611642957,0.003756828991553051,0.0010114282553704765,6.040900862260375e-4,0.3726962351401747,5.787478572235591
1,202122,UK,Fresh carrots,17201,847582.88,1321547163.2858,66541.86,2674801.6414,29161240.3438,1_17201,6.368794620408868,0.0018395784564696396,0.001034091279544601,6.040900862260375e-4,0.23911217341074945,3.754433729806768
1,202122,UK,Fresh turnips and swede,17301,102178.5,113067801.6382,66541.86,2674801.6414,3065544.7351,1_17301,0.7677761036436312,0.010829786690147444,9.017438616373783e-4,6.040900862260375e-4,0.07879392896139556,10.262618045477529
1,202122,UK,Other fresh root vegetables,17401,1094467.64,11573096353.6518,66541.86,2674801.6414,42458009.9966,1_17401,8.223903269310476,0.009661481312965707,0.0011659817933387976,6.040900862260375e-4,0.7844926815006309,9.539176906763469
1,202122,UK,"Fresh onions, leeks and shallots",17501,1831870.03,5004551596.8497,66541.86,2674801.6414,61186307.7286,1_17501,13.764794296402295,0.001491337217501986,0.00100390969539587,6.040900862260375e-4,0.4547629747355075,3.303812355949038
1,202122,UK,Fresh cucumbers,17601,952975.16,1644711980.6144,66541.86,2674801.6414,37523776.3777,1_17601,7.1607192825688974,0.001811034379743094,0.0011834775335978064,6.040900862260375e-4,0.25130420953986526,3.5094827715367476
1,202122,UK,Fresh mushrooms,17701,1560914.98,3926324837.9072,66541.86,2674801.6414,47966600.6248,1_17701,11.728819873685527,0.0016114904283646503,9.236230276517976e-4,6.040900862260375e-4,0.42157847463398235,3.59438101338588
1,202122,UK,Fresh tomatoes,17801,3238283.4,14106616388.713,66541.86,2674801.6414,102766831.7805,1_17801,24.33267870780889,0.0013452194849441314,9.538348226230475e-4,6.040900862260375e-4,0.7677238732755141,3.1551144964123274
